ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster,Segment
463266,Female,Yes,68,,Artist,1.0,Average,2.0,0,💎 High Value Professionals
463267,Male,Yes,29,No,Homemaker,9.0,Low,1.0,3,🏠 Homemakers & Seniors
463269,Male,Yes,41,Yes,Entertainment,3.0,Average,2.0,0,💎 High Value Professionals
463270,Male,Yes,50,No,Executive,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463273,Male,Yes,38,Yes,Entertainment,9.0,Average,2.0,0,💎 High Value Professionals
463276,Male,Yes,37,No,Executive,,Average,2.0,0,💎 High Value Professionals
463277,Female,Yes,30,No,Engineer,6.0,Low,2.0,3,🏠 Homemakers & Seniors
463278,Female,Yes,63,Yes,Engineer,1.0,Low,1.0,0,💎 High Value Professionals
463280,Male,Yes,42,Yes,Artist,6.0,Average,2.0,0,💎 High Value Professionals
463292,Male,Yes,41,No,Executive,0.0,High,3.0,0,💎 High Value Professionals
463302,Female,Yes,60,Yes,Engineer,,High,4.0,0,💎 High Value Professionals
463308,Male,Yes,46,Yes,Engineer,1.0,Low,2.0,0,💎 High Value Professionals
463316,Female,Yes,83,No,Lawyer,0.0,High,2.0,2,🌱 Young Starters
463323,Male,Yes,27,Yes,Healthcare,3.0,Low,2.0,3,🏠 Homemakers & Seniors
463324,Female,No,22,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463330,Male,No,20,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463332,Female,Yes,40,Yes,Engineer,0.0,Low,2.0,0,💎 High Value Professionals
463334,Female,No,28,Yes,Doctor,0.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
463335,Male,No,28,Yes,Doctor,,Low,1.0,3,🏠 Homemakers & Seniors
463338,Male,Yes,28,No,Entertainment,0.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
463340,Female,No,20,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463341,Female,Yes,53,No,Engineer,0.0,Average,6.0,0,💎 High Value Professionals
463348,Female,Yes,35,Yes,Doctor,0.0,Low,2.0,0,💎 High Value Professionals
463351,Female,No,21,,Healthcare,3.0,Low,4.0,3,🏠 Homemakers & Seniors
463356,Male,No,30,Yes,Healthcare,6.0,Low,4.0,3,🏠 Homemakers & Seniors
463360,Female,Yes,46,Yes,Artist,2.0,Low,1.0,3,🏠 Homemakers & Seniors
463367,Female,No,36,Yes,Engineer,3.0,Low,4.0,3,🏠 Homemakers & Seniors
463368,Female,Yes,38,Yes,Artist,4.0,High,3.0,0,💎 High Value Professionals
463372,Female,Yes,26,No,Marketing,1.0,Average,2.0,1,👨‍👩‍👧 Family Oriented
463375,Female,Yes,45,Yes,Doctor,1.0,Low,1.0,3,🏠 Homemakers & Seniors
463376,Female,Yes,46,Yes,Executive,5.0,High,2.0,0,💎 High Value Professionals
463378,Male,No,25,Yes,Doctor,0.0,Low,1.0,3,🏠 Homemakers & Seniors
463379,Male,No,27,No,Marketing,0.0,Low,7.0,1,👨‍👩‍👧 Family Oriented
463386,Female,Yes,42,Yes,Doctor,6.0,Low,1.0,3,🏠 Homemakers & Seniors
463387,Male,,20,No,Marketing,3.0,Low,2.0,0,💎 High Value Professionals
463391,Male,Yes,55,Yes,Doctor,6.0,Low,1.0,3,🏠 Homemakers & Seniors
463395,Male,No,25,No,Marketing,,Low,1.0,1,👨‍👩‍👧 Family Oriented
463404,Male,Yes,27,No,Doctor,,High,2.0,0,💎 High Value Professionals
463406,Male,No,31,No,Marketing,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463409,Female,Yes,38,No,Entertainment,6.0,Average,5.0,0,💎 High Value Professionals
463411,Male,Yes,43,Yes,Entertainment,,Average,2.0,0,💎 High Value Professionals
463420,Female,Yes,59,Yes,Artist,2.0,High,3.0,0,💎 High Value Professionals
463423,Male,Yes,61,No,Executive,1.0,Average,3.0,2,🌱 Young Starters
463427,Female,Yes,27,Yes,Engineer,1.0,Low,2.0,3,🏠 Homemakers & Seniors
463428,Male,Yes,26,No,Executive,1.0,High,5.0,0,💎 High Value Professionals
463431,Male,Yes,39,Yes,Artist,,Average,4.0,0,💎 High Value Professionals
463437,Male,Yes,51,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
463438,Male,Yes,47,No,Entertainment,0.0,Average,3.0,0,💎 High Value Professionals
463443,Male,Yes,52,Yes,Artist,1.0,Average,4.0,0,💎 High Value Professionals
463444,Male,Yes,59,Yes,Lawyer,,High,2.0,2,🌱 Young Starters
463447,Male,Yes,57,No,Engineer,1.0,Average,2.0,0,💎 High Value Professionals
463452,Female,Yes,86,Yes,Lawyer,1.0,High,2.0,2,🌱 Young Starters
463460,Male,Yes,49,Yes,Artist,,Average,2.0,0,💎 High Value Professionals
463461,Male,No,30,No,Doctor,,Low,4.0,1,👨‍👩‍👧 Family Oriented
463462,Female,Yes,43,No,Engineer,0.0,Average,4.0,0,💎 High Value Professionals
463470,Male,No,19,No,Healthcare,,Low,5.0,1,👨‍👩‍👧 Family Oriented
463472,Male,No,20,No,Healthcare,,Low,4.0,1,👨‍👩‍👧 Family Oriented
463473,Male,No,19,No,Healthcare,,Low,3.0,1,👨‍👩‍👧 Family Oriented
463475,Female,Yes,43,Yes,Doctor,0.0,Low,1.0,0,💎 High Value Professionals
463477,Male,No,31,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463483,Male,Yes,30,No,Executive,1.0,High,2.0,0,💎 High Value Professionals
463491,Male,Yes,27,Yes,Doctor,8.0,Average,3.0,0,💎 High Value Professionals
463493,Male,Yes,36,Yes,Executive,,High,4.0,0,💎 High Value Professionals
463499,Male,Yes,47,Yes,Executive,0.0,Low,2.0,0,💎 High Value Professionals
463500,Male,Yes,35,Yes,Executive,1.0,High,4.0,0,💎 High Value Professionals
463503,Male,Yes,25,Yes,Entertainment,0.0,Low,2.0,0,💎 High Value Professionals
463508,Female,Yes,25,No,Artist,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463509,Male,No,38,No,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
463512,Female,No,32,No,Engineer,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463516,Male,Yes,48,No,Executive,1.0,High,6.0,0,💎 High Value Professionals
463527,Female,No,38,No,Artist,10.0,Low,1.0,3,🏠 Homemakers & Seniors
463528,Male,Yes,70,No,Executive,,High,2.0,2,🌱 Young Starters
463529,Male,No,42,Yes,Marketing,,Low,1.0,3,🏠 Homemakers & Seniors
463533,Female,Yes,85,Yes,Artist,1.0,High,2.0,0,💎 High Value Professionals
463537,Female,No,25,Yes,Healthcare,1.0,Low,3.0,3,🏠 Homemakers & Seniors
463545,Female,No,31,Yes,Doctor,1.0,Low,2.0,3,🏠 Homemakers & Seniors
463548,Female,No,20,No,Healthcare,3.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463550,Female,Yes,37,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
463553,Male,No,33,Yes,Artist,8.0,Low,2.0,3,🏠 Homemakers & Seniors
463554,Female,No,52,No,Artist,5.0,Low,1.0,3,🏠 Homemakers & Seniors
463557,Male,No,26,Yes,Doctor,0.0,Low,3.0,3,🏠 Homemakers & Seniors
463560,Female,No,21,No,Healthcare,9.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463561,Female,No,42,Yes,Engineer,0.0,Low,1.0,3,🏠 Homemakers & Seniors
463566,Female,Yes,35,Yes,Homemaker,,Average,4.0,0,💎 High Value Professionals
463572,Male,Yes,39,Yes,Artist,0.0,Average,4.0,0,💎 High Value Professionals
463577,Female,Yes,41,Yes,Doctor,1.0,Average,2.0,0,💎 High Value Professionals
463586,Female,No,18,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463588,Male,No,22,No,Healthcare,0.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
463598,Female,Yes,25,No,Engineer,2.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
463601,Female,No,20,No,Healthcare,4.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463603,Female,No,18,No,Entertainment,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463605,Female,No,20,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463606,Male,No,21,No,Marketing,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463614,Female,No,25,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463615,Female,Yes,60,Yes,Artist,,Average,2.0,0,💎 High Value Professionals
463616,Female,Yes,46,No,Engineer,0.0,Average,5.0,0,💎 High Value Professionals
463619,Male,Yes,68,No,Executive,1.0,High,2.0,2,🌱 Young Starters
463620,Male,No,21,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463623,Male,No,27,Yes,Doctor,0.0,Low,3.0,3,🏠 Homemakers & Seniors
463624,Male,Yes,59,Yes,Executive,1.0,High,4.0,0,💎 High Value Professionals
463628,Female,No,26,Yes,Artist,8.0,Low,1.0,3,🏠 Homemakers & Seniors
463632,Male,Yes,26,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
463638,Female,Yes,32,No,Doctor,1.0,Average,2.0,0,💎 High Value Professionals
463639,Male,No,33,No,Healthcare,0.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
463640,Male,No,28,Yes,Healthcare,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463644,Female,No,30,Yes,Healthcare,0.0,Low,3.0,3,🏠 Homemakers & Seniors
463652,Female,No,32,Yes,Artist,,Low,1.0,3,🏠 Homemakers & Seniors
463654,Female,No,41,No,Engineer,3.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463655,Male,Yes,42,Yes,Artist,13.0,Low,2.0,3,🏠 Homemakers & Seniors
463661,Female,Yes,45,Yes,Doctor,1.0,Average,4.0,0,💎 High Value Professionals
463663,Female,No,39,Yes,,1.0,Low,2.0,3,🏠 Homemakers & Seniors
463664,Female,No,29,No,Engineer,0.0,Low,1.0,3,🏠 Homemakers & Seniors
463665,Male,Yes,46,Yes,Entertainment,1.0,Average,3.0,0,💎 High Value Professionals
463669,Female,Yes,26,Yes,Marketing,5.0,High,4.0,0,💎 High Value Professionals
463670,Female,No,26,Yes,Healthcare,,Low,4.0,1,👨‍👩‍👧 Family Oriented
463689,Female,Yes,41,Yes,Doctor,1.0,Low,,0,💎 High Value Professionals
463699,Female,Yes,38,Yes,Marketing,9.0,Low,3.0,3,🏠 Homemakers & Seniors
463703,Male,Yes,69,No,Executive,1.0,High,4.0,2,🌱 Young Starters
463704,Male,No,46,Yes,Artist,0.0,Low,2.0,3,🏠 Homemakers & Seniors
463707,Female,No,40,No,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
463713,Male,No,25,No,Engineer,9.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463714,Male,Yes,59,No,,1.0,Average,2.0,2,🌱 Young Starters
463716,Male,No,26,No,Doctor,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463718,Female,No,33,Yes,Artist,0.0,Low,4.0,3,🏠 Homemakers & Seniors
463722,Male,Yes,56,Yes,Executive,8.0,High,2.0,0,💎 High Value Professionals
463724,Male,No,30,No,Healthcare,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463726,Female,No,26,No,Healthcare,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463727,Female,No,28,No,Doctor,0.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463728,Female,Yes,28,No,Doctor,0.0,Average,6.0,1,👨‍👩‍👧 Family Oriented
463732,Male,No,20,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463734,Male,Yes,41,No,Executive,1.0,Average,3.0,0,💎 High Value Professionals
463741,Male,Yes,37,Yes,Artist,0.0,High,3.0,0,💎 High Value Professionals
463745,Male,Yes,59,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
463747,Female,Yes,43,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
463748,Male,No,20,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463753,Female,No,30,Yes,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463756,Male,Yes,66,No,Executive,0.0,Average,2.0,2,🌱 Young Starters
463761,Male,Yes,28,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
463764,Male,Yes,49,Yes,Entertainment,0.0,Average,3.0,0,💎 High Value Professionals
463766,Female,Yes,61,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
463767,Male,Yes,27,Yes,Artist,9.0,Average,2.0,0,💎 High Value Professionals
463768,Female,Yes,35,No,Engineer,1.0,Low,1.0,3,🏠 Homemakers & Seniors
463774,Male,Yes,33,Yes,Healthcare,0.0,Average,2.0,0,💎 High Value Professionals
463776,Female,Yes,36,Yes,Artist,2.0,Average,2.0,0,💎 High Value Professionals
463782,Female,No,27,Yes,Artist,9.0,Low,1.0,3,🏠 Homemakers & Seniors
463783,Female,No,29,No,Healthcare,,Low,,1,👨‍👩‍👧 Family Oriented
463784,Female,No,31,No,Engineer,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463785,Female,No,30,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463786,Female,Yes,43,Yes,Artist,,Average,2.0,0,💎 High Value Professionals
463790,Male,Yes,47,No,Executive,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463792,Female,No,42,No,Engineer,,Low,1.0,3,🏠 Homemakers & Seniors
463794,Female,No,33,Yes,Healthcare,,Low,5.0,1,👨‍👩‍👧 Family Oriented
463799,Female,No,36,Yes,Artist,1.0,Low,4.0,3,🏠 Homemakers & Seniors
463800,Female,No,30,Yes,Engineer,1.0,Low,3.0,3,🏠 Homemakers & Seniors
463804,Male,Yes,60,Yes,Artist,9.0,Low,1.0,3,🏠 Homemakers & Seniors
463807,Female,No,32,Yes,Healthcare,0.0,Low,3.0,3,🏠 Homemakers & Seniors
463811,Female,Yes,32,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
463814,Female,No,28,No,Healthcare,7.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463816,Male,Yes,46,Yes,Healthcare,2.0,High,4.0,0,💎 High Value Professionals
463818,Female,Yes,38,Yes,Artist,4.0,Low,1.0,3,🏠 Homemakers & Seniors
463819,Male,Yes,28,,Artist,8.0,Low,,3,🏠 Homemakers & Seniors
463821,Male,Yes,30,Yes,Entertainment,7.0,Low,2.0,3,🏠 Homemakers & Seniors
463825,Female,Yes,52,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
463827,Female,Yes,46,Yes,Engineer,1.0,Average,4.0,0,💎 High Value Professionals
463828,Male,Yes,37,No,Engineer,0.0,Average,2.0,0,💎 High Value Professionals
463830,Female,No,25,Yes,Engineer,2.0,Low,3.0,3,🏠 Homemakers & Seniors
463834,Female,Yes,43,Yes,Engineer,1.0,Average,4.0,0,💎 High Value Professionals
463835,Male,No,32,No,Marketing,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463842,Female,Yes,50,Yes,Engineer,1.0,High,4.0,0,💎 High Value Professionals
463847,Male,Yes,43,No,Artist,3.0,Average,3.0,0,💎 High Value Professionals
463856,Male,Yes,37,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
463857,Male,Yes,61,No,Healthcare,0.0,High,4.0,2,🌱 Young Starters
463859,Male,Yes,39,Yes,Artist,5.0,Average,2.0,0,💎 High Value Professionals
463865,Male,Yes,46,Yes,Artist,1.0,Average,5.0,0,💎 High Value Professionals
463877,Male,Yes,37,No,Entertainment,0.0,Average,4.0,0,💎 High Value Professionals
463880,Female,Yes,36,No,Engineer,0.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463884,Female,No,28,No,Artist,0.0,Low,1.0,3,🏠 Homemakers & Seniors
463891,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,2,🌱 Young Starters
463892,Male,No,42,Yes,Artist,8.0,Low,1.0,3,🏠 Homemakers & Seniors
463904,Male,Yes,82,Yes,Executive,1.0,Low,1.0,2,🌱 Young Starters
463917,Female,No,18,No,Healthcare,1.0,Low,8.0,1,👨‍👩‍👧 Family Oriented
463923,Female,No,18,No,Engineer,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463924,Female,No,36,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
463926,Female,No,26,No,Engineer,1.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
463931,Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,0,💎 High Value Professionals
463932,Female,Yes,69,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
463941,Female,No,29,No,Artist,1.0,Low,6.0,1,👨‍👩‍👧 Family Oriented
463943,Male,No,68,Yes,Entertainment,1.0,Low,2.0,3,🏠 Homemakers & Seniors
463946,Male,No,33,No,Healthcare,4.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
463948,Male,Yes,38,No,Executive,3.0,High,5.0,0,💎 High Value Professionals
463951,Male,Yes,52,No,Entertainment,1.0,Average,3.0,0,💎 High Value Professionals
463955,Male,Yes,28,Yes,Artist,1.0,Low,2.0,0,💎 High Value Professionals
463958,Female,No,27,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
463961,Female,No,28,No,Engineer,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
463963,Female,Yes,25,No,Engineer,7.0,High,3.0,0,💎 High Value Professionals
463966,Female,No,30,Yes,Artist,8.0,Low,1.0,3,🏠 Homemakers & Seniors
463978,Male,Yes,40,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
463980,Female,No,25,Yes,Artist,0.0,Low,9.0,1,👨‍👩‍👧 Family Oriented
463981,Female,No,30,Yes,Artist,5.0,Low,1.0,3,🏠 Homemakers & Seniors
463983,Female,Yes,43,No,Engineer,0.0,Average,2.0,0,💎 High Value Professionals
463986,Female,No,26,Yes,Artist,1.0,Low,4.0,3,🏠 Homemakers & Seniors
463997,Female,Yes,37,No,Entertainment,0.0,Average,3.0,0,💎 High Value Professionals
464000,Female,No,28,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464004,Female,Yes,31,No,Marketing,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464007,Male,Yes,46,Yes,Artist,1.0,Low,3.0,0,💎 High Value Professionals
464009,Female,Yes,47,Yes,Artist,5.0,Average,4.0,0,💎 High Value Professionals
464010,Male,No,28,No,Healthcare,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
464013,Male,No,30,No,Healthcare,0.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
464016,Female,,29,Yes,Entertainment,1.0,High,1.0,0,💎 High Value Professionals
464019,Male,No,23,No,Artist,2.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464021,Female,No,22,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464023,Male,No,20,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464030,Male,No,22,No,Entertainment,1.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
464031,Female,No,19,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
464032,Male,No,21,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
464033,Female,No,19,No,Healthcare,0.0,Low,4.0,1,👨‍👩‍👧 Family Oriented
464039,Male,No,39,Yes,Artist,1.0,Low,2.0,3,🏠 Homemakers & Seniors
464042,Female,Yes,38,Yes,Artist,8.0,Low,2.0,3,🏠 Homemakers & Seniors
464046,Male,No,33,Yes,Healthcare,3.0,Low,1.0,3,🏠 Homemakers & Seniors
464048,Female,No,38,Yes,Homemaker,4.0,Low,1.0,3,🏠 Homemakers & Seniors
464049,Female,No,29,Yes,Healthcare,0.0,Low,3.0,3,🏠 Homemakers & Seniors
464053,Female,Yes,35,No,Entertainment,4.0,Low,1.0,3,🏠 Homemakers & Seniors
464054,Male,Yes,32,Yes,Artist,9.0,Average,2.0,0,💎 High Value Professionals
464059,Male,Yes,59,Yes,Artist,0.0,Low,1.0,0,💎 High Value Professionals
464063,Female,No,32,Yes,Doctor,0.0,Low,1.0,3,🏠 Homemakers & Seniors
464066,Female,No,29,Yes,Healthcare,8.0,Low,3.0,3,🏠 Homemakers & Seniors
464067,Female,No,31,Yes,Entertainment,0.0,Low,4.0,3,🏠 Homemakers & Seniors
464068,Male,Yes,59,No,Executive,0.0,High,4.0,2,🌱 Young Starters
464071,Male,Yes,87,Yes,Lawyer,0.0,High,2.0,2,🌱 Young Starters
464072,Male,Yes,53,Yes,Executive,0.0,Low,2.0,0,💎 High Value Professionals
464076,Male,Yes,83,No,Lawyer,0.0,High,2.0,2,🌱 Young Starters
464084,Male,No,33,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464087,Female,No,26,No,Engineer,,Low,4.0,1,👨‍👩‍👧 Family Oriented
464089,Female,Yes,39,Yes,Artist,7.0,High,5.0,0,💎 High Value Professionals
464096,Female,No,27,No,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464099,Female,Yes,42,Yes,Artist,5.0,Average,2.0,0,💎 High Value Professionals
464103,Male,Yes,46,Yes,Artist,4.0,Average,2.0,0,💎 High Value Professionals
464110,Male,Yes,63,Yes,Doctor,0.0,High,2.0,0,💎 High Value Professionals
464112,Male,No,32,Yes,Doctor,1.0,Low,2.0,3,🏠 Homemakers & Seniors
464115,Female,No,38,Yes,Engineer,0.0,Low,3.0,3,🏠 Homemakers & Seniors
464118,Male,No,38,Yes,Entertainment,1.0,Low,2.0,3,🏠 Homemakers & Seniors
464121,Female,Yes,63,Yes,Engineer,1.0,Low,1.0,0,💎 High Value Professionals
464123,Female,No,45,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
464127,Female,No,33,Yes,Healthcare,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464132,Male,No,27,No,Entertainment,0.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
464137,Female,Yes,87,No,Artist,7.0,High,2.0,2,🌱 Young Starters
464139,Female,No,25,No,Healthcare,14.0,Low,1.0,3,🏠 Homemakers & Seniors
464144,Male,Yes,61,Yes,Artist,0.0,Average,4.0,0,💎 High Value Professionals
464152,Male,Yes,41,Yes,Artist,1.0,High,4.0,0,💎 High Value Professionals
464162,Male,Yes,86,Yes,Lawyer,,High,2.0,2,🌱 Young Starters
464167,Male,Yes,51,Yes,Executive,4.0,High,3.0,0,💎 High Value Professionals
464169,Male,,83,No,Lawyer,0.0,High,2.0,2,🌱 Young Starters
464172,Male,Yes,60,Yes,Artist,3.0,High,3.0,0,💎 High Value Professionals
464173,Male,Yes,65,Yes,Artist,6.0,Average,3.0,0,💎 High Value Professionals
464175,Female,No,32,No,Healthcare,1.0,Low,,1,👨‍👩‍👧 Family Oriented
464176,Female,Yes,41,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
464179,Female,Yes,56,Yes,Artist,0.0,Average,3.0,0,💎 High Value Professionals
464180,Female,Yes,74,No,Lawyer,1.0,High,2.0,2,🌱 Young Starters
464182,Male,Yes,39,Yes,Artist,4.0,Average,2.0,0,💎 High Value Professionals
464183,Female,No,42,No,Artist,2.0,Low,2.0,3,🏠 Homemakers & Seniors
464185,Male,Yes,68,Yes,Artist,5.0,High,2.0,0,💎 High Value Professionals
464195,Male,No,30,Yes,Artist,1.0,Low,1.0,3,🏠 Homemakers & Seniors
464200,Female,No,32,No,Healthcare,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
464202,Male,Yes,43,Yes,Artist,13.0,Low,1.0,3,🏠 Homemakers & Seniors
464204,Female,Yes,40,Yes,Artist,3.0,High,2.0,0,💎 High Value Professionals
464205,Female,Yes,87,No,Entertainment,0.0,High,2.0,2,🌱 Young Starters
464206,Male,Yes,43,No,Entertainment,1.0,Low,2.0,0,💎 High Value Professionals
464211,Male,Yes,48,Yes,Doctor,1.0,Average,3.0,0,💎 High Value Professionals
464212,Female,Yes,58,Yes,Marketing,0.0,Average,2.0,2,🌱 Young Starters
464216,Male,Yes,52,Yes,Artist,,High,3.0,0,💎 High Value Professionals
464217,Female,No,30,No,Healthcare,14.0,Low,3.0,3,🏠 Homemakers & Seniors
464223,Female,Yes,53,Yes,Artist,2.0,Low,2.0,0,💎 High Value Professionals
464226,Female,Yes,56,Yes,Artist,3.0,Average,3.0,0,💎 High Value Professionals
464231,Male,Yes,48,Yes,Artist,1.0,Average,4.0,0,💎 High Value Professionals
464232,Male,Yes,28,No,Doctor,1.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464246,Female,Yes,61,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
464254,Male,Yes,62,Yes,Entertainment,1.0,Average,3.0,0,💎 High Value Professionals
464255,Female,Yes,49,Yes,Artist,1.0,Average,5.0,0,💎 High Value Professionals
464257,Male,Yes,40,,Entertainment,0.0,High,2.0,0,💎 High Value Professionals
464265,Male,Yes,62,Yes,Entertainment,1.0,Low,2.0,0,💎 High Value Professionals
464269,Male,No,35,Yes,Entertainment,1.0,Low,,3,🏠 Homemakers & Seniors
464270,Female,No,48,Yes,Artist,4.0,Low,1.0,3,🏠 Homemakers & Seniors
464271,Female,Yes,36,Yes,Artist,1.0,Average,3.0,0,💎 High Value Professionals
464274,Female,Yes,56,Yes,Artist,1.0,Average,5.0,0,💎 High Value Professionals
464276,Female,Yes,66,No,Marketing,0.0,High,2.0,2,🌱 Young Starters
464283,Male,No,40,Yes,Artist,6.0,Low,2.0,3,🏠 Homemakers & Seniors
464286,Female,Yes,57,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
464287,Male,Yes,42,Yes,Artist,,Average,3.0,0,💎 High Value Professionals
464289,Male,Yes,35,No,Marketing,1.0,Low,3.0,1,👨‍👩‍👧 Family Oriented
464292,Male,Yes,58,Yes,Artist,0.0,Average,2.0,0,💎 High Value Professionals
464297,Male,No,29,No,Artist,8.0,Low,5.0,1,👨‍👩‍👧 Family Oriented
464298,Male,No,26,No,Doctor,0.0,Low,1.0,1,👨‍👩‍👧 Family Oriented
464308,Female,Yes,84,Yes,Lawyer,1.0,High,2.0,2,🌱 Young Starters
464318,Male,Yes,86,Yes,Executive,0.0,Low,1.0,2,🌱 Young Starters
464320,Male,Yes,77,No,Lawyer,1.0,High,2.0,2,🌱 Young Starters
464326,Female,No,37,Yes,Artist,0.0,Low,3.0,3,🏠 Homemakers & Seniors
464332,Male,Yes,74,No,Executive,0.0,High,2.0,2,🌱 Young Starters
464339,Male,No,27,No,Artist,1.0,Low,2.0,1,👨‍👩‍👧 Family Oriented
464344,Female,Yes,56,Yes,Artist,0.0,Low,1.0,0,💎 High Value Professionals
464351,Female,No,27,Yes,Healthcare,0.0,Low,1.0,3,🏠 Homemakers & Seniors
464364,Male,Yes,39,Yes,Artist,7.0,Average,2.0,0,💎 High Value Professionals
464368,Male,Yes,35,Yes,Entertainment,3.0,Average,2.0,0,💎 High Value Professionals
464370,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,0,💎 High Value Professionals
464373,Female,No,47,Yes,Artist,0.0,Low,2.0,3,🏠 Homemakers & Seniors
464378,Female,Yes,36,Yes,Artist,8.0,Average,2.0,3,🏠 Homemakers & Seniors
464381,Male,Yes,43,Yes,Artist,4.0,Average,2.0,0,💎 High Value Professionals
